Corpus Type,Multi-tiered,Size,Time elapsed (seconds)
related,TRUE,1000,59.196460485458374
related,FALSE,1000,409.44729685783386
random,TRUE,1000,12.282994031906128
random,FALSE,1000,96.75745153427124
fifty_fifty,TRUE,1000,30.672090768814087
fifty_fifty,FALSE,1000,242.716050863266
