Corpus Type,Multi-tiered,Size,Time elapsed (seconds)
related,TRUE,1000,52.70170497894287
related,FALSE,1000,416.6812629699707
random,TRUE,1000,12.28179669380188
random,FALSE,1000,106.4212634563446
fifty_fifty,TRUE,1000,24.32998013496399
fifty_fifty,FALSE,1000,244.38273644447327
